incidente_id,tipo_incidente,prioridad_final,confianza,score,n_reglas,reglas,n_ausentes
1284721679176,trafico,P1,media,30.36,1,RD1,9
1284721250541,trafico,P4,baja,0.0,0,,11
1284721249368,trafico,P4,baja,0.0,0,,11
1284721248101,sanitario,P4,baja,0.0,0,,11
1284721247321,trafico,P1,media,30.36,1,RD1,9
1284721242878,incendio_vivienda,P1,media,30.36,1,RD1,9
1284721241571,trafico,P1,media,30.36,1,RD1,9
1284721240235,sanitario,P4,baja,0.0,0,,11
1284721234374,rescate,P1,baja,26.6,1,RD1,10
1284721219072,trafico,P1,baja,26.6,1,RD1,10
1284721218264,trafico,P4,baja,0.0,0,,11
1284721057095,trafico,P1,media,30.36,1,RD1,9
1284720995686,inundacion,P4,baja,8.99,0,,9
1284720986026,trafico,P1,baja,26.6,1,RD1,10
1284720984899,trafico,P4,baja,0.0,0,,11
1284720910127,trafico,P1,media,30.36,1,RD1,9
1284720815007,trafico,P4,baja,0.0,0,,11
1284720774734,trafico,P1,baja,26.6,1,RD1,10
1284720282579,trafico,P1,baja,26.6,1,RD1,10
1284720280174,trafico,P4,baja,0.0,0,,11
1284720269826,trafico,P4,baja,0.0,0,,11
1284720248507,trafico,P1,baja,26.6,1,RD1,10
1284719922709,trafico,P1,media,30.36,1,RD1,9
1284719815130,sanitario,P1,baja,26.6,1,RD1,10
1284719607414,trafico,P1,media,30.36,1,RD1,9
1284719603016,sanitario,P1,baja,26.6,1,RD1,10
1284719601874,trafico,P4,baja,0.0,0,,11
1284719596751,rescate,P4,baja,0.0,0,,11
1284719594909,sanitario,P4,baja,0.0,0,,11
1284719588005,trafico,P1,media,30.36,1,RD1,9
1284719583812,trafico,P1,baja,26.6,1,RD1,10
1284719304968,sanitario,P1,baja,26.6,1,RD1,10
1284718931519,trafico,P4,baja,0.0,0,,11
1284718639299,trafico,P4,baja,0.0,0,,11
1284718621679,trafico,P1,baja,26.6,1,RD1,10
1284718571471,trafico,P1,media,30.36,1,RD1,9
1284718465922,trafico,P1,baja,26.6,1,RD1,10
1284718307282,trafico,P1,baja,26.6,1,RD1,10
1284718302254,trafico,P1,media,30.36,1,RD1,9
1284718269613,trafico,P1,media,30.36,1,RD1,9
1284718002054,sanitario,P4,baja,0.0,0,,11
1284717983735,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284717976876,trafico,P4,baja,0.0,0,,11
1284717971719,trafico,P1,media,30.36,1,RD1,9
1284717960566,trafico,P4,baja,0.0,0,,11
1284717959756,trafico,P1,media,30.36,1,RD1,9
1284717945766,trafico,P4,baja,0.0,0,,11
1284717940997,trafico,P4,baja,0.0,0,,11
1284717581091,trafico,P1,media,30.36,1,RD1,9
1284717513868,rescate,P1,media,30.36,1,RD1,9
1284717431750,trafico,P4,baja,0.0,0,,11
1284717194395,trafico,P1,media,30.36,1,RD1,9
1284716992372,trafico,P1,media,30.36,1,RD1,9
1284716983120,trafico,P1,baja,26.6,1,RD1,10
1284716719095,trafico,P4,baja,0.0,0,,11
1284716480784,trafico,P1,media,30.36,1,RD1,9
1284716469588,trafico,P1,media,30.36,1,RD1,9
1284716465732,rescate,P4,baja,0.0,0,,11
1284716462551,trafico,P4,baja,0.0,0,,11
1284716459267,trafico,P1,baja,26.6,1,RD1,10
1284716447910,inundacion,P1,baja,35.59,1,RD1,8
1284716445829,trafico,P1,baja,26.6,1,RD1,10
1284716441051,rescate,P4,baja,0.0,0,,11
1284716313649,trafico,P1,baja,26.6,1,RD1,10
1284716206119,trafico,P1,media,30.36,1,RD1,9
1284716205284,trafico,P4,baja,0.0,0,,11
1284715660736,trafico,P1,media,30.36,1,RD1,9
1284715589217,sanitario,P1,baja,26.6,1,RD1,10
1284715363855,trafico,P1,baja,26.6,1,RD1,10
1284715350307,sanitario,P1,baja,26.6,1,RD1,10
1284714860613,sanitario,P1,media,30.36,1,RD1,9
1284714849811,trafico,P4,baja,0.0,0,,11
1284714847452,trafico,P4,baja,0.0,0,,11
1284714846211,trafico,P1,media,30.36,1,RD1,9
1284714840862,sanitario,P4,baja,0.0,0,,11
1284714839397,trafico,P4,baja,0.0,0,,11
1284714838621,trafico,P1,baja,26.6,1,RD1,10
1284714836329,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284714833731,rescate,P4,baja,0.0,0,,11
1284714831230,inundacion,P1,baja,35.59,1,RD1,8
1284714824636,sanitario,P4,baja,0.0,0,,11
1284714812191,trafico,P4,baja,0.0,0,,11
1284714806167,trafico,P4,baja,0.0,0,,11
1284714574744,trafico,P4,baja,0.0,0,,11
1284714572298,trafico,P1,baja,26.6,1,RD1,10
1284714554221,trafico,P4,baja,0.0,0,,11
1284714489505,trafico,P4,baja,0.0,0,,11
1284714360802,trafico,P1,media,30.36,1,RD1,9
1284714318559,trafico,P4,baja,0.0,0,,11
1284714031131,rescate,P4,baja,0.0,0,,11
1284713793893,incendio_vivienda,P4,baja,0.0,0,,11
1284713774851,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284713769809,incendio_vivienda,P1,media,30.36,1,RD1,9
1284713341158,sanitario,P4,baja,0.0,0,,11
1284713338828,sanitario,P4,baja,0.0,0,,11
1284713323707,trafico,P1,baja,26.6,1,RD1,10
1284713311725,sanitario,P4,baja,0.0,0,,11
1284713309407,trafico,P1,baja,26.6,1,RD1,10
1284713306002,trafico,P4,baja,0.0,0,,11
1284713303787,sanitario,P4,baja,0.0,0,,11
1284713278909,sanitario,P1,baja,26.6,1,RD1,10
1284713273920,trafico,P4,baja,0.0,0,,11
1284713263417,trafico,P4,baja,0.0,0,,11
1284713244821,sanitario,P1,baja,26.6,1,RD1,10
1284713182112,trafico,P1,media,30.36,1,RD1,9
1284712998695,sanitario,P1,baja,26.6,1,RD1,10
1284712851623,trafico,P1,media,30.36,1,RD1,9
1284712706845,trafico,P4,baja,0.0,0,,11
1284712704090,trafico,P1,baja,26.6,1,RD1,10
1284712445738,trafico,P1,media,30.36,1,RD1,9
1284712431217,trafico,P4,baja,0.0,0,,11
1284711936884,trafico,P1,media,30.36,1,RD1,9
1284711935439,trafico,P4,baja,0.0,0,,11
1284711928900,sanitario,P1,baja,26.6,1,RD1,10
1284711925816,rescate,P4,baja,0.0,0,,11
1284711922639,trafico,P4,baja,0.0,0,,11
1284711910248,trafico,P1,media,30.36,1,RD1,9
1284711670521,trafico,P4,baja,0.0,0,,11
1284711633277,sanitario,P4,baja,0.0,0,,11
1284711421506,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284711419667,sanitario,P4,baja,0.0,0,,11
1284711149484,trafico,P1,baja,26.6,1,RD1,10
1284711133379,sanitario,P1,baja,26.6,1,RD1,10
1284711130238,trafico,P1,baja,26.6,1,RD1,10
1284710869608,trafico,P4,baja,0.0,0,,11
1284710842294,trafico,P4,baja,0.0,0,,11
1284710768661,trafico,P4,baja,0.0,0,,11
1284710719373,trafico,P4,baja,0.0,0,,11
1284710609675,trafico,P1,media,30.36,1,RD1,9
1284710604398,trafico,P1,media,30.36,1,RD1,9
1284710584681,trafico,P4,baja,0.0,0,,11
1284710419184,sanitario,P4,baja,0.0,0,,11
1284710345210,trafico,P1,baja,26.6,1,RD1,10
1284710322705,trafico,P1,baja,26.6,1,RD1,10
1284710184964,trafico,P4,baja,0.0,0,,11
1284710079369,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284710055460,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284709941215,trafico,P1,baja,26.6,1,RD1,10
1284709832918,sanitario,P1,baja,26.6,1,RD1,10
1284709819014,trafico,P1,media,30.36,1,RD1,9
1284709770538,trafico,P1,baja,26.6,1,RD1,10
1284709741390,trafico,P1,baja,26.6,1,RD1,10
1284709560565,trafico,P1,baja,26.6,1,RD1,10
1284709351447,sanitario,P1,baja,26.6,1,RD1,10
1284709335379,trafico,P4,baja,0.0,0,,11
1284709321061,sanitario,P1,baja,26.6,1,RD1,10
1284709310416,trafico,P4,baja,0.0,0,,11
1284709286697,trafico,P4,baja,0.0,0,,11
1284709022042,inundacion,P1,baja,35.59,1,RD1,8
1284709019254,trafico,P4,baja,0.0,0,,11
1284709013306,trafico,P4,baja,0.0,0,,11
1284708563554,sanitario,P1,baja,26.6,1,RD1,10
1284708547002,sanitario,P1,baja,26.6,1,RD1,10
1284708368302,trafico,P1,baja,26.6,1,RD1,10
1284708103255,sanitario,P1,baja,26.6,1,RD1,10
1284708069796,trafico,P1,media,30.36,1,RD1,9
1284708060880,trafico,P1,baja,26.6,1,RD1,10
1284708010491,trafico,P1,baja,26.6,1,RD1,10
1284707861489,trafico,P1,media,30.36,1,RD1,9
1284707403476,trafico,P1,baja,26.6,1,RD1,10
1284707390681,trafico,P4,baja,0.0,0,,11
1284706926431,trafico,P4,baja,0.0,0,,11
1284706922195,sanitario,P1,baja,26.6,1,RD1,10
1284706918323,trafico,P1,baja,26.6,1,RD1,10
1284706914372,trafico,P1,baja,26.6,1,RD1,10
1284706909203,trafico,P4,baja,0.0,0,,11
1284706905905,sanitario,P1,media,30.36,1,RD1,9
1284706902798,sanitario,P1,baja,26.6,1,RD1,10
1284706898778,trafico,P4,baja,0.0,0,,11
1284706890572,trafico,P4,baja,0.0,0,,11
1284706883207,trafico,P1,baja,26.6,1,RD1,10
1284706872195,trafico,P4,baja,0.0,0,,11
1284706431959,trafico,P1,baja,26.6,1,RD1,10
1284706416787,sanitario,P4,baja,0.0,0,,11
1284705825172,sanitario,P1,baja,26.6,1,RD1,10
1284705730766,trafico,P1,media,30.36,1,RD1,9
1284705642626,sanitario,P1,baja,26.6,1,RD1,10
1284705607405,trafico,P1,baja,26.6,1,RD1,10
1284705424554,sanitario,P1,baja,26.6,1,RD1,10
1284705246082,sanitario,P1,baja,26.6,1,RD1,10
1284705161240,sanitario,P1,baja,26.6,1,RD1,10
1284705152291,trafico,P1,media,30.36,1,RD1,9
1284704583368,trafico,P1,media,30.36,1,RD1,9
1284704302939,sanitario,P1,baja,26.6,1,RD1,10
1284704280465,sanitario,P1,baja,26.6,1,RD1,10
1284704277294,trafico,P1,baja,26.6,1,RD1,10
1284704263236,rescate,P4,baja,0.0,0,,11
1284704243321,trafico,P1,media,30.36,1,RD1,9
1284704237082,trafico,P1,baja,26.6,1,RD1,10
1284704229608,trafico,P4,baja,0.0,0,,11
1284704219170,trafico,P4,baja,0.0,0,,11
1284704182186,sanitario,P1,baja,26.6,1,RD1,10
1284703801701,trafico,P1,baja,26.6,1,RD1,10
1284703781449,sanitario,P1,baja,26.6,1,RD1,10
1284703768873,sanitario,P1,baja,26.6,1,RD1,10
1284703761888,trafico,P4,baja,0.0,0,,11
1284703410932,trafico,P4,baja,0.0,0,,11
1284703309235,sanitario,P4,baja,0.0,0,,11
1284702976815,incendio_vivienda,P4,baja,0.0,0,,11
1284702972679,trafico,P4,baja,0.0,0,,11
1284702957714,sanitario,P1,baja,26.6,1,RD1,10
1284702946381,rescate,P4,baja,0.0,0,,11
1284702820714,rescate,P4,baja,0.0,0,,11
1284702451035,trafico,P4,baja,0.0,0,,11
1284702444587,trafico,P4,baja,0.0,0,,11
1284702440959,inundacion,P1,media,39.35,1,RD1,7
1284702438255,trafico,P4,baja,0.0,0,,11
1284702328722,trafico,P1,baja,26.6,1,RD1,10
1284702045837,trafico,P4,baja,0.0,0,,11
1284702034727,inundacion,P4,baja,13.22,0,,9
1284702031331,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284702025876,trafico,P4,baja,0.0,0,,11
1284702008063,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284702002879,trafico,P1,baja,26.6,1,RD1,10
1284701999881,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284701978209,inundacion,P4,baja,8.99,0,,9
1284701962694,trafico,P1,baja,26.6,1,RD1,10
1284701958896,sanitario,P1,baja,26.6,1,RD1,10
1284701954101,sanitario,P1,baja,26.6,1,RD1,10
1284701928635,trafico,P1,baja,26.6,1,RD1,10
1284701919523,trafico,P1,baja,26.6,1,RD1,10
1284701522374,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284701513550,trafico,P1,baja,26.6,1,RD1,10
1284701372332,trafico,P4,baja,0.0,0,,11
1284701042469,trafico,P4,baja,0.0,0,,11
1284699835451,sanitario,P4,baja,0.0,0,,11
1284699742268,trafico,P1,media,30.36,1,RD1,9
1284699362835,sanitario,P1,baja,26.6,1,RD1,10
1284699336356,trafico,P4,baja,0.0,0,,11
1284699328769,sanitario,P1,baja,26.6,1,RD1,10
1284699325295,trafico,P4,baja,0.0,0,,11
1284699311013,trafico,P4,baja,0.0,0,,11
1284699304279,trafico,P4,baja,0.0,0,,11
1284699300352,trafico,P1,baja,26.6,1,RD1,10
1284699289318,trafico,P1,baja,26.6,1,RD1,10
1284698356558,trafico,P1,baja,26.6,1,RD1,10
1284698334551,trafico,P1,media,30.36,1,RD1,9
1284698320379,trafico,P1,baja,26.6,1,RD1,10
1284698293881,trafico,P4,baja,0.0,0,,11
1284698277753,inundacion,P1,baja,35.59,1,RD1,8
1284697870726,trafico,P4,baja,0.0,0,,11
1284697857095,trafico,P1,baja,26.6,1,RD1,10
1284697810660,trafico,P4,baja,0.0,0,,11
1284697702051,trafico,P1,baja,26.6,1,RD1,10
1284697682046,trafico,P4,baja,0.0,0,,11
1284697629221,trafico,P1,media,30.36,1,RD1,9
1284697620600,trafico,P1,baja,26.6,1,RD1,10
1284697472127,sanitario,P1,media,30.36,1,RD1,9
1284697429472,trafico,P1,baja,26.6,1,RD1,10
1284696960952,trafico,P1,media,30.36,1,RD1,9
1284696936928,trafico,P1,media,30.36,1,RD1,9
1284696926918,rescate,P4,baja,0.0,0,,11
1284696912355,trafico,P1,baja,26.6,1,RD1,10
1284696902046,sanitario,P1,baja,26.6,1,RD1,10
1284696894374,sanitario,P1,media,30.36,1,RD1,9
1284696834543,sanitario,P1,baja,26.6,1,RD1,10
1284696828015,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284696816903,incendio_vivienda,P4,baja,0.0,0,,11
1284696782915,trafico,P1,media,30.36,1,RD1,9
1284696566957,trafico,P4,baja,0.0,0,,11
1284696545763,trafico,P4,baja,0.0,0,,11
1284696288511,trafico,P1,baja,26.6,1,RD1,10
1284695840460,trafico,P1,baja,26.6,1,RD1,10
1284695834654,sanitario,P1,baja,26.6,1,RD1,10
1284695831112,trafico,P1,baja,26.6,1,RD1,10
1284695805924,trafico,P1,baja,26.6,1,RD1,10
1284695799388,sanitario,P4,baja,0.0,0,,11
1284695794570,trafico,P1,media,30.36,1,RD1,9
1284695784143,trafico,P4,baja,0.0,0,,11
1284695778090,trafico,P4,baja,0.0,0,,11
1284695764189,trafico,P4,baja,0.0,0,,11
1284695757206,incendio_vivienda,P4,baja,0.0,0,,11
1284695728552,trafico,P1,baja,26.6,1,RD1,10
1284695724950,trafico,P4,baja,0.0,0,,11
1284695656480,trafico,P4,baja,0.0,0,,11
1284695477604,trafico,P4,baja,0.0,0,,11
1284695415297,trafico,P4,baja,0.0,0,,11
1284695234192,trafico,P1,baja,26.6,1,RD1,10
1284695227342,trafico,P1,baja,26.6,1,RD1,10
1284695150056,trafico,P4,baja,0.0,0,,11
1284695135277,trafico,P1,baja,26.6,1,RD1,10
1284695111206,sanitario,P1,baja,26.6,1,RD1,10
1284695035120,trafico,P4,baja,0.0,0,,11
1284693900418,rescate,P4,baja,0.0,0,,11
1284693871673,trafico,P1,media,30.36,1,RD1,9
1284693040400,sanitario,P1,baja,26.6,1,RD1,10
1284692847473,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284692835813,sanitario,P4,baja,0.0,0,,11
1284692246764,trafico,P1,baja,26.6,1,RD1,10
1284692243035,trafico,P1,media,30.36,1,RD1,9
1284692232192,trafico,P4,baja,0.0,0,,11
1284691866761,trafico,P4,baja,0.0,0,,11
1284691791612,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284691629757,sanitario,P1,baja,26.6,1,RD1,10
1284690973923,trafico,P4,baja,0.0,0,,11
1284689706101,incendio_vivienda,P1,media,30.36,1,RD1,9
1284689190658,trafico,P4,baja,0.0,0,,11
1284688967211,sanitario,P1,baja,26.6,1,RD1,10
1284687528060,trafico,P1,baja,26.6,1,RD1,10
1284687518657,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284687507705,trafico,P1,baja,26.6,1,RD1,10
1284686959312,incendio_vivienda,P1,media,30.36,1,RD1,9
1284686616877,trafico,P1,media,30.36,1,RD1,9
1284686572920,trafico,P4,baja,0.0,0,,11
1284686539678,trafico,P4,baja,0.0,0,,11
1284685791351,incendio_vivienda,P1,media,30.36,1,RD1,9
1284685614339,trafico,P1,baja,26.6,1,RD1,10
1284685500682,trafico,P1,baja,26.6,1,RD1,10
1284685492936,trafico,P1,baja,26.6,1,RD1,10
1284685183218,incendio_vivienda,P4,baja,0.0,0,,11
1284685073349,trafico,P4,baja,0.0,0,,11
1284685032622,trafico,P1,baja,26.6,1,RD1,10
1284684995641,trafico,P4,baja,0.0,0,,11
1284684975352,sanitario,P4,baja,0.0,0,,11
1284684949681,sanitario,P1,media,30.36,1,RD1,9
1284684656631,trafico,P1,baja,26.6,1,RD1,10
1284683627534,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284683468161,inundacion,P1,baja,35.59,1,RD1,8
1284682440743,trafico,P1,baja,26.6,1,RD1,10
1284682301664,trafico,P1,baja,26.6,1,RD1,10
1284681907514,trafico,P4,baja,0.0,0,,11
1284681660182,trafico,P4,baja,0.0,0,,11
1284681655700,trafico,P4,baja,0.0,0,,11
1284681632895,rescate,P4,baja,0.0,0,,11
1284681586355,trafico,P1,baja,26.6,1,RD1,10
1284681509496,trafico,P4,baja,0.0,0,,11
1284681449129,trafico,P1,baja,26.6,1,RD1,10
1284681408555,trafico,P4,baja,0.0,0,,11
1284681247334,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284680848648,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284680649029,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284680643353,trafico,P1,media,30.36,1,RD1,9
1284680638401,trafico,P4,baja,0.0,0,,11
1284680248929,trafico,P4,baja,0.0,0,,11
1284680219391,trafico,P1,media,30.36,1,RD1,9
1284680099097,trafico,P1,media,30.36,1,RD1,9
1284679652846,sanitario,P1,baja,26.6,1,RD1,10
1284679505506,trafico,P1,baja,26.6,1,RD1,10
1284679497949,trafico,P4,baja,0.0,0,,11
1284679483929,inundacion,P4,baja,8.99,0,,9
1284679450942,sanitario,P1,baja,26.6,1,RD1,10
1284679343249,trafico,P1,baja,26.6,1,RD1,10
1284679202242,trafico,P1,baja,26.6,1,RD1,10
1284678556523,rescate,P4,baja,0.0,0,,11
1284678534803,trafico,P1,baja,26.6,1,RD1,10
1284678027564,trafico,P1,media,30.36,1,RD1,9
1284677919836,trafico,P1,media,30.36,1,RD1,9
1284677484121,incendio_vivienda,P1,media,30.36,1,RD1,9
1284677390992,trafico,P1,media,30.36,1,RD1,9
1284677289140,sanitario,P1,baja,26.6,1,RD1,10
1284677159884,sanitario,P1,baja,26.6,1,RD1,10
1284676570872,trafico,P1,baja,26.6,1,RD1,10
1284676545195,trafico,P1,baja,26.6,1,RD1,10
1284676515069,trafico,P1,baja,26.6,1,RD1,10
1284676055555,sanitario,P1,baja,26.6,1,RD1,10
1284675786449,rescate,P1,media,30.36,1,RD1,9
1284675633291,trafico,P1,media,30.36,1,RD1,9
1284675504987,incendio_vivienda,P4,baja,0.0,0,,11
1284675388786,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284675027177,trafico,P4,baja,0.0,0,,11
1284675017849,trafico,P4,baja,0.0,0,,11
1284674982171,trafico,P4,baja,0.0,0,,11
1284674917105,sanitario,P1,baja,26.6,1,RD1,10
1284674587377,sanitario,P4,baja,0.0,0,,11
1284674452034,trafico,P4,baja,0.0,0,,11
1284673976651,trafico,P1,media,30.36,1,RD1,9
1284673850824,trafico,P4,baja,0.0,0,,11
1284673536340,trafico,P4,baja,0.0,0,,11
1284673089540,trafico,P1,media,30.36,1,RD1,9
1284672662978,trafico,P4,baja,0.0,0,,11
1284672562649,sanitario,P1,baja,26.6,1,RD1,10
1284672555505,trafico,P1,baja,26.6,1,RD1,10
1284672530160,trafico,P4,baja,0.0,0,,11
1284672440899,trafico,P4,baja,0.0,0,,11
1284672414322,trafico,P4,baja,0.0,0,,11
1284672380115,trafico,P1,media,30.36,1,RD1,9
1284671685641,trafico,P4,baja,0.0,0,,11
1284671191756,sanitario,P4,baja,0.0,0,,11
1284671023331,sanitario,P1,baja,26.6,1,RD1,10
1284670640671,trafico,P4,baja,0.0,0,,11
1284670616826,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284670596961,sanitario,P1,baja,26.6,1,RD1,10
1284670429679,trafico,P1,baja,26.6,1,RD1,10
1284670424822,trafico,P4,baja,0.0,0,,11
1284669707091,sanitario,P4,baja,0.0,0,,11
1284669696348,trafico,P1,baja,26.6,1,RD1,10
1284669682973,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284669590157,trafico,P1,media,30.36,1,RD1,9
1284668905416,trafico,P4,baja,0.0,0,,11
1284668900860,sanitario,P1,baja,26.6,1,RD1,10
1284668868550,trafico,P1,baja,26.6,1,RD1,10
1284668835230,trafico,P1,baja,26.6,1,RD1,10
1284668830644,trafico,P4,baja,0.0,0,,11
1284668823879,trafico,P4,baja,0.0,0,,11
1284668737267,trafico,P1,media,30.36,1,RD1,9
1284668730577,trafico,P1,baja,26.6,1,RD1,10
1284668709349,trafico,P4,baja,0.0,0,,11
1284668683268,trafico,P1,baja,26.6,1,RD1,10
1284668662637,sanitario,P1,baja,26.6,1,RD1,10
1284668652627,trafico,P1,baja,26.6,1,RD1,10
1284668520055,trafico,P4,baja,0.0,0,,11
1284668512833,trafico,P4,baja,0.0,0,,11
1284668118260,sanitario,P1,media,30.36,1,RD1,9
1284667803699,trafico,P4,baja,0.0,0,,11
1284667029116,sanitario,P1,baja,26.6,1,RD1,10
1284666964416,trafico,P4,baja,0.0,0,,11
1284666928643,trafico,P1,baja,26.6,1,RD1,10
1284666493769,trafico,P1,media,30.36,1,RD1,9
1284666160889,trafico,P1,media,30.36,1,RD1,9
1284666150058,trafico,P1,baja,26.6,1,RD1,10
1284665925522,sanitario,P4,baja,0.0,0,,11
1284665905565,trafico,P1,baja,26.6,1,RD1,10
1284665888454,trafico,P1,baja,26.6,1,RD1,10
1284665883474,trafico,P1,baja,26.6,1,RD1,10
1284665854740,trafico,P4,baja,0.0,0,,11
1284665843520,trafico,P4,baja,0.0,0,,11
1284665193484,trafico,P4,baja,0.0,0,,11
1284664706113,sanitario,P1,media,30.36,1,RD1,9
1284664677381,trafico,P1,media,30.36,1,RD1,9
1284664673136,trafico,P1,baja,26.6,1,RD1,10
1284664088847,trafico,P4,baja,0.0,0,,11
1284664071481,trafico,P1,baja,26.6,1,RD1,10
1284664053016,trafico,P1,media,30.36,1,RD1,9
1284664042074,sanitario,P4,baja,0.0,0,,11
1284664037152,trafico,P1,media,30.36,1,RD1,9
1284664003250,trafico,P1,baja,26.6,1,RD1,10
1284663752472,trafico,P1,baja,26.6,1,RD1,10
1284663741273,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284663738405,trafico,P4,baja,0.0,0,,11
1284663726460,sanitario,P1,baja,26.6,1,RD1,10
1284663719730,trafico,P1,baja,26.6,1,RD1,10
1284663708653,trafico,P4,baja,0.0,0,,11
1284663702616,trafico,P4,baja,0.0,0,,11
1284663701341,trafico,P4,baja,0.0,0,,11
1284663690275,trafico,P1,baja,26.6,1,RD1,10
1284663687534,trafico,P1,media,30.36,1,RD1,9
1284663659836,trafico,P1,baja,26.6,1,RD1,10
1284663405806,trafico,P1,baja,26.6,1,RD1,10
1284663359153,trafico,P1,baja,26.6,1,RD1,10
1284662801062,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284662759867,sanitario,P1,baja,26.6,1,RD1,10
1284662752260,trafico,P4,baja,0.0,0,,11
1284662751874,sanitario,P1,baja,26.6,1,RD1,10
1284662751329,trafico,P1,baja,26.6,1,RD1,10
1284662454208,sanitario,P1,baja,26.6,1,RD1,10
1284662425159,sanitario,P4,baja,0.0,0,,11
1284662131194,rescate,P1,media,30.36,1,RD1,9
1284661918043,trafico,P1,baja,26.6,1,RD1,10
1284661847332,trafico,P4,baja,0.0,0,,11
1284661641155,trafico,P4,baja,0.0,0,,11
1284661512387,trafico,P1,media,30.36,1,RD1,9
1284661438937,trafico,P1,media,30.36,1,RD1,9
1284661426749,incendio_vivienda,P4,baja,0.0,0,,11
1284661417160,sanitario,P4,baja,0.0,0,,11
1284661397824,trafico,P1,media,30.36,1,RD1,9
1284661394747,trafico,P1,baja,26.6,1,RD1,10
1284661390201,sanitario,P1,media,30.36,1,RD1,9
1284661385013,incendio_vivienda,P4,baja,0.0,0,,11
1284661379378,trafico,P1,baja,26.6,1,RD1,10
1284661372341,trafico,P4,baja,0.0,0,,11
1284661364500,trafico,P1,media,30.36,1,RD1,9
1284661338885,trafico,P1,media,30.36,1,RD1,9
1284661333769,trafico,P4,baja,0.0,0,,11
1284661130968,trafico,P1,baja,26.6,1,RD1,10
1284660839209,sanitario,P4,baja,0.0,0,,11
1284660804634,trafico,P1,media,30.36,1,RD1,9
1284660386210,sanitario,P4,baja,0.0,0,,11
1284660338214,incendio_vivienda,P1,media,30.36,1,RD1,9
1284660304408,trafico,P1,baja,26.6,1,RD1,10
1284660285622,trafico,P4,baja,0.0,0,,11
1284660277338,trafico,P1,baja,26.6,1,RD1,10
1284660207833,trafico,P1,media,30.36,1,RD1,9
1284659760184,trafico,P4,baja,0.0,0,,11
1284659730972,trafico,P4,baja,0.0,0,,11
1284659139487,trafico,P4,baja,0.0,0,,11
1284659072380,sanitario,P4,baja,0.0,0,,11
1284658788460,incendio_vivienda,P4,baja,0.0,0,,11
1284658769147,trafico,P1,media,30.36,1,RD1,9
1284658753636,rescate,P1,media,30.36,1,RD1,9
1284658744928,trafico,P1,baja,26.6,1,RD1,10
1284658726590,rescate,P4,baja,0.0,0,,11
1284658711406,trafico,P4,baja,0.0,0,,11
1284658706832,trafico,P1,baja,26.6,1,RD1,10
1284658689668,trafico,P1,baja,26.6,1,RD1,10
1284658476149,trafico,P1,baja,26.6,1,RD1,10
1284658076816,rescate,P1,baja,26.6,1,RD1,10
1284657687946,trafico,P1,baja,26.6,1,RD1,10
1284657667891,incendio_vivienda,P4,baja,0.0,0,,11
1284657652741,trafico,P4,baja,0.0,0,,11
1284657649620,trafico,P4,baja,0.0,0,,11
1284657646544,trafico,P1,baja,26.6,1,RD1,10
1284657642743,trafico,P1,baja,26.6,1,RD1,10
1284657287155,trafico,P1,baja,26.6,1,RD1,10
1284657066506,sanitario,P1,media,30.36,1,RD1,9
1284656814805,trafico,P1,baja,26.6,1,RD1,10
1284656802729,incendio_vivienda,P1,media,30.36,1,RD1,9
1284656798902,trafico,P4,baja,0.0,0,,11
1284656789856,trafico,P4,baja,0.0,0,,11
1284656775902,trafico,P1,media,30.36,1,RD1,9
1284656767667,trafico,P1,baja,26.6,1,RD1,10
1284656675282,trafico,P4,baja,0.0,0,,11
1284656497941,trafico,P4,baja,0.0,0,,11
1284656201435,sanitario,P1,media,30.36,1,RD1,9
1284655875241,trafico,P4,baja,0.0,0,,11
1284655510750,trafico,P1,media,30.36,1,RD1,9
1284655476619,trafico,P1,baja,26.6,1,RD1,10
1284655406824,trafico,P1,baja,26.6,1,RD1,10
1284655398367,trafico,P4,baja,0.0,0,,11
1284655366720,trafico,P1,media,30.36,1,RD1,9
1284655246633,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284655119546,trafico,P1,baja,26.6,1,RD1,10
1284654763201,trafico,P1,media,30.36,1,RD1,9
