incidente_id,tipo_incidente,prioridad_final,confianza,score,n_reglas,reglas,n_ausentes
1284967054225,trafico,P1,baja,26.6,1,RD1,10
1284966732519,trafico,P4,baja,0.0,0,,11
1284966697919,trafico,P1,media,30.36,1,RD1,9
1284966658588,rescate,P1,media,30.36,1,RD1,9
1284966396371,trafico,P1,media,30.36,1,RD1,9
1284966318338,rescate,P4,baja,0.0,0,,11
1284966199797,trafico,P4,baja,0.0,0,,11
1284966047118,trafico,P1,media,30.36,1,RD1,9
1284965763030,trafico,P1,baja,26.6,1,RD1,10
1284965666457,trafico,P1,media,30.36,1,RD1,9
1284965366447,trafico,P4,baja,0.0,0,,11
1284965358776,sanitario,P1,media,30.36,1,RD1,9
1284965354262,trafico,P1,media,30.36,1,RD1,9
1284965352616,trafico,P4,baja,0.0,0,,11
1284965349455,trafico,P1,media,30.36,1,RD1,9
1284965340558,trafico,P4,baja,0.0,0,,11
1284965304052,trafico,P4,baja,0.0,0,,11
1284965302262,trafico,P1,baja,26.6,1,RD1,10
1284965280346,trafico,P1,baja,26.6,1,RD1,10
1284965275916,incendio_vivienda,P4,baja,0.0,0,,11
1284965275037,trafico,P1,baja,26.6,1,RD1,10
1284965272130,trafico,P4,baja,0.0,0,,11
1284965270374,trafico,P1,media,30.36,1,RD1,9
1284965269591,sanitario,P4,baja,0.0,0,,11
1284964801259,trafico,P4,baja,0.0,0,,11
1284964759703,trafico,P4,baja,0.0,0,,11
1284964723536,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284964263150,trafico,P1,baja,26.6,1,RD1,10
1284964246476,trafico,P4,baja,0.0,0,,11
1284963969190,trafico,P4,baja,0.0,0,,11
1284963514100,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284963394422,trafico,P4,baja,0.0,0,,11
1284963378044,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284963376579,trafico,P4,baja,0.0,0,,11
1284963053698,trafico,P1,media,30.36,1,RD1,9
1284963006944,trafico,P4,baja,0.0,0,,11
1284963004657,trafico,P4,baja,0.0,0,,11
1284962958575,trafico,P4,baja,0.0,0,,11
1284962950954,rescate,P4,baja,0.0,0,,11
1284962917208,trafico,P1,media,30.36,1,RD1,9
1284962899140,trafico,P4,baja,0.0,0,,11
1284962810404,trafico,P4,baja,0.0,0,,11
1284962304131,trafico,P4,baja,0.0,0,,11
1284962123172,trafico,P4,baja,0.0,0,,11
1284962113076,trafico,P1,media,30.36,1,RD1,9
1284962105307,trafico,P1,media,30.36,1,RD1,9
1284962103818,trafico,P1,baja,26.6,1,RD1,10
1284961913959,trafico,P4,baja,0.0,0,,11
1284961854078,trafico,P1,media,30.36,1,RD1,9
1284961719032,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284960446589,trafico,P1,baja,26.6,1,RD1,10
1284959953893,trafico,P1,baja,26.6,1,RD1,10
1284959725274,trafico,P4,baja,0.0,0,,11
1284959718596,trafico,P4,baja,0.0,0,,11
1284958965826,trafico,P1,media,30.36,1,RD1,9
1284958910561,trafico,P1,media,30.36,1,RD1,9
1284958809587,trafico,P4,baja,0.0,0,,11
1284958773093,rescate,P4,baja,0.0,0,,11
1284958756985,trafico,P4,baja,0.0,0,,11
1284958459579,trafico,P4,baja,0.0,0,,11
1284958415089,incendio_vivienda,P4,baja,0.0,0,,11
1284957969974,trafico,P4,baja,0.0,0,,11
1284957607625,trafico,P1,media,30.36,1,RD1,9
1284957594038,trafico,P1,media,30.36,1,RD1,9
1284957334107,trafico,P1,media,30.36,1,RD1,9
1284957322664,trafico,P1,baja,26.6,1,RD1,10
1284957114566,trafico,P4,baja,0.0,0,,11
1284956969329,inundacion,P4,baja,13.22,0,,9
1284956966424,sanitario,P4,baja,0.0,0,,11
1284956964181,trafico,P4,baja,0.0,0,,11
1284956887296,trafico,P4,baja,0.0,0,,11
1284956020304,trafico,P1,baja,26.6,1,RD1,10
1284956013988,trafico,P1,media,30.36,1,RD1,9
1284955424879,trafico,P4,baja,0.0,0,,11
1284955421746,trafico,P4,baja,0.0,0,,11
1284954999260,sanitario,P1,media,30.36,1,RD1,9
1284954992732,trafico,P1,baja,26.6,1,RD1,10
1284954913824,trafico,P1,media,30.36,1,RD1,9
1284954866000,trafico,P1,media,30.36,1,RD1,9
1284954847055,trafico,P1,baja,26.6,1,RD1,10
1284954604680,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284954264361,trafico,P1,media,30.36,1,RD1,9
1284953940421,trafico,P4,baja,0.0,0,,11
1284953605278,trafico,P1,baja,26.6,1,RD1,10
1284953370026,trafico,P4,baja,0.0,0,,11
1284953211842,trafico,P1,media,30.36,1,RD1,9
1284953181871,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284953176811,trafico,P1,baja,26.6,1,RD1,10
1284952878376,trafico,P4,baja,0.0,0,,11
1284952725009,trafico,P1,media,30.36,1,RD1,9
1284952576420,incendio_vivienda,P4,baja,0.0,0,,11
1284952348402,rescate,P1,media,30.36,1,RD1,9
1284951830781,trafico,P1,media,30.36,1,RD1,9
1284951681750,incendio_vivienda,P4,baja,0.0,0,,11
1284951608123,trafico,P1,baja,26.6,1,RD1,10
1284951042713,trafico,P1,baja,26.6,1,RD1,10
1284950742473,trafico,P1,baja,26.6,1,RD1,10
1284950702017,trafico,P1,baja,26.6,1,RD1,10
1284950301539,trafico,P1,baja,26.6,1,RD1,10
1284950253073,trafico,P1,baja,26.6,1,RD1,10
1284949981759,rescate,P1,media,30.36,1,RD1,9
1284949883303,sanitario,P1,media,30.36,1,RD1,9
1284949447629,trafico,P1,media,30.36,1,RD1,9
1284949446730,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284948858945,trafico,P1,media,30.36,1,RD1,9
1284947986284,trafico,P4,baja,0.0,0,,11
1284947814060,sanitario,P1,baja,26.6,1,RD1,10
1284947462449,trafico,P1,baja,26.6,1,RD1,10
1284946040765,trafico,P4,baja,0.0,0,,11
1284945722782,trafico,P4,baja,0.0,0,,11
1284945595986,trafico,P1,media,30.36,1,RD1,9
1284945359675,trafico,P4,baja,0.0,0,,11
1284945299955,trafico,P1,media,30.36,1,RD1,9
1284944850783,trafico,P4,baja,0.0,0,,11
1284944225908,trafico,P1,baja,26.6,1,RD1,10
1284943991108,trafico,P4,baja,0.0,0,,11
1284943263105,sanitario,P1,baja,26.6,1,RD1,10
1284943026053,incendio_vivienda,P4,baja,0.0,0,,11
1284942384581,incendio_vivienda,P4,baja,0.0,0,,11
1284941670009,trafico,P1,media,30.36,1,RD1,9
1284941267942,trafico,P1,media,30.36,1,RD1,9
1284941225118,trafico,P1,baja,26.6,1,RD1,10
1284941071996,trafico,P4,baja,0.0,0,,11
1284940875784,trafico,P1,baja,26.6,1,RD1,10
1284940483700,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284940402738,sanitario,P1,baja,26.6,1,RD1,10
1284940204842,sanitario,P1,baja,26.6,1,RD1,10
1284940173280,sanitario,P1,media,30.36,1,RD1,9
1284940154919,trafico,P1,baja,26.6,1,RD1,10
1284940054190,trafico,P1,baja,26.6,1,RD1,10
1284940051458,trafico,P1,baja,26.6,1,RD1,10
1284939746069,trafico,P4,baja,0.0,0,,11
1284939659315,trafico,P1,media,30.36,1,RD1,9
1284939656909,sanitario,P4,baja,0.0,0,,11
1284938756950,trafico,P1,media,30.36,1,RD1,9
1284938704724,trafico,P4,baja,0.0,0,,11
1284937914922,trafico,P1,baja,26.6,1,RD1,10
1284937914171,incendio_vivienda,P4,baja,0.0,0,,11
1284937912486,trafico,P4,baja,0.0,0,,11
1284937909860,trafico,P4,baja,0.0,0,,11
1284937905145,trafico,P1,media,30.36,1,RD1,9
1284937901820,trafico,P1,media,30.36,1,RD1,9
1284937901019,trafico,P4,baja,0.0,0,,11
1284937881312,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284936961772,trafico,P1,media,30.36,1,RD1,9
1284936775133,sanitario,P1,baja,26.6,1,RD1,10
1284936760181,trafico,P1,media,30.36,1,RD1,9
1284936693559,trafico,P4,baja,0.0,0,,11
1284936418220,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284936360722,trafico,P4,baja,0.0,0,,11
1284936351264,trafico,P4,baja,0.0,0,,11
1284936350540,trafico,P4,baja,0.0,0,,11
1284936201283,trafico,P1,media,30.36,1,RD1,9
1284936003700,trafico,P4,baja,0.0,0,,11
1284935974329,sanitario,P4,baja,0.0,0,,11
1284935931117,trafico,P4,baja,0.0,0,,11
1284935883325,trafico,P1,media,30.36,1,RD1,9
1284935880290,trafico,P1,baja,26.6,1,RD1,10
1284935481731,trafico,P4,baja,0.0,0,,11
1284935470423,trafico,P1,baja,26.6,1,RD1,10
1284935203764,sanitario,P1,baja,26.6,1,RD1,10
1284935175196,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284935114039,trafico,P1,media,30.36,1,RD1,9
1284934752367,trafico,P1,media,30.36,1,RD1,9
1284934434498,trafico,P1,media,30.36,1,RD1,9
1284934253526,rescate,P4,baja,0.0,0,,11
1284934158655,trafico,P4,baja,0.0,0,,11
1284934063200,trafico,P1,media,30.36,1,RD1,9
1284933896467,trafico,P4,baja,0.0,0,,11
1284933888559,trafico,P1,baja,26.6,1,RD1,10
1284933852200,trafico,P4,baja,0.0,0,,11
1284933849849,trafico,P4,baja,0.0,0,,11
1284933840715,trafico,P4,baja,0.0,0,,11
1284933776713,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284933764793,incendio_vivienda,P4,baja,0.0,0,,11
1284933756942,trafico,P4,baja,0.0,0,,11
1284932723149,trafico,P4,baja,0.0,0,,11
1284932483758,trafico,P1,baja,26.6,1,RD1,10
1284932050639,trafico,P1,media,30.36,1,RD1,9
1284931574748,trafico,P1,media,30.36,1,RD1,9
1284931524760,trafico,P1,media,30.36,1,RD1,9
1284931520882,rescate,P1,media,30.36,1,RD1,9
1284931514290,sanitario,P4,baja,0.0,0,,11
1284931503643,trafico,P1,media,30.36,1,RD1,9
1284931501981,trafico,P1,media,30.36,1,RD1,9
1284931466887,trafico,P1,baja,26.6,1,RD1,10
1284931457529,trafico,P4,baja,0.0,0,,11
1284931444995,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284931284810,trafico,P4,baja,0.0,0,,11
1284930544492,incendio_vivienda,P1,media,30.36,1,RD1,9
1284930532748,trafico,P4,baja,0.0,0,,11
1284930196876,trafico,P1,media,30.36,1,RD1,9
1284930192929,sanitario,P1,media,30.36,1,RD1,9
1284930120800,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284929428107,sanitario,P1,baja,26.6,1,RD1,10
1284929419844,sanitario,P1,baja,26.6,1,RD1,10
1284929361871,trafico,P1,baja,26.6,1,RD1,10
1284929354360,trafico,P4,baja,0.0,0,,11
1284929276915,trafico,P4,baja,0.0,0,,11
1284929261471,trafico,P4,baja,0.0,0,,11
1284928840771,incendio_vivienda,P4,baja,0.0,0,,11
1284928767822,trafico,P1,baja,26.6,1,RD1,10
1284928764678,rescate,P1,media,30.36,1,RD1,9
1284928561212,trafico,P4,baja,0.0,0,,11
1284927954213,trafico,P1,baja,26.6,1,RD1,10
1284927567366,trafico,P4,baja,0.0,0,,11
1284927527139,trafico,P4,baja,0.0,0,,11
1284926324410,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284926316132,trafico,P4,baja,0.0,0,,11
1284926300257,sanitario,P1,baja,26.6,1,RD1,10
1284926297839,rescate,P4,baja,0.0,0,,11
1284926289573,trafico,P4,baja,0.0,0,,11
1284926286090,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284925970717,sanitario,P1,baja,26.6,1,RD1,10
1284925810868,trafico,P1,media,30.36,1,RD1,9
1284925609236,trafico,P4,baja,0.0,0,,11
1284925559745,inundacion,P4,baja,8.99,0,,9
1284925521393,trafico,P1,baja,26.6,1,RD1,10
1284925408557,incendio_vivienda,P1,media,30.36,1,RD1,9
1284925163762,sanitario,P1,baja,26.6,1,RD1,10
1284925160880,trafico,P4,baja,0.0,0,,11
1284925112705,trafico,P4,baja,0.0,0,,11
1284925111087,trafico,P4,baja,0.0,0,,11
1284925084851,sanitario,P1,baja,26.6,1,RD1,10
1284924898443,trafico,P1,media,30.36,1,RD1,9
1284924789523,trafico,P1,baja,26.6,1,RD1,10
1284924718968,trafico,P1,baja,26.6,1,RD1,10
1284924428613,rescate,P4,baja,0.0,0,,11
1284924425386,trafico,P4,baja,0.0,0,,11
1284924309489,trafico,P1,baja,26.6,1,RD1,10
1284924305277,incendio_vivienda,P4,baja,0.0,0,,11
1284924303665,sanitario,P1,media,30.36,1,RD1,9
1284923968464,trafico,P4,baja,0.0,0,,11
1284923913606,trafico,P1,baja,26.6,1,RD1,10
1284923366199,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284923356425,trafico,P1,baja,26.6,1,RD1,10
1284923290862,trafico,P1,baja,26.6,1,RD1,10
1284923288965,trafico,P1,baja,26.6,1,RD1,10
1284923284997,trafico,P1,baja,26.6,1,RD1,10
1284923093816,trafico,P4,baja,0.0,0,,11
1284922701922,sanitario,P1,media,30.36,1,RD1,9
1284922639281,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284922597524,trafico,P1,media,30.36,1,RD1,9
1284922581642,trafico,P4,baja,0.0,0,,11
1284922536843,trafico,P4,baja,0.0,0,,11
1284922306697,trafico,P1,media,30.36,1,RD1,9
1284922199037,sanitario,P1,baja,26.6,1,RD1,10
1284922125087,trafico,P4,baja,0.0,0,,11
1284921821900,sanitario,P1,baja,26.6,1,RD1,10
1284921814155,trafico,P1,baja,26.6,1,RD1,10
1284921450426,incendio_vivienda,P1,media,30.36,1,RD1,9
1284921413238,trafico,P1,baja,26.6,1,RD1,10
1284921239739,trafico,P1,baja,26.6,1,RD1,10
1284921238818,trafico,P4,baja,0.0,0,,11
1284920890542,inundacion,P1,baja,39.82,1,RD1,8
1284920889757,trafico,P1,media,30.36,1,RD1,9
1284920886704,sanitario,P1,media,30.36,1,RD1,9
1284920882341,trafico,P1,baja,26.6,1,RD1,10
1284920848909,trafico,P1,media,30.36,1,RD1,9
1284920664341,incendio_vivienda,P4,baja,0.0,0,,11
1284920541648,sanitario,P1,baja,26.6,1,RD1,10
1284920382974,trafico,P1,baja,26.6,1,RD1,10
1284920252607,sanitario,P1,baja,26.6,1,RD1,10
1284920198863,trafico,P4,baja,0.0,0,,11
1284920195924,trafico,P4,baja,0.0,0,,11
1284920194822,trafico,P1,baja,26.6,1,RD1,10
1284920162073,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284919915331,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284919572110,trafico,P1,baja,26.6,1,RD1,10
1284919539107,trafico,P4,baja,0.0,0,,11
1284919537142,trafico,P4,baja,0.0,0,,11
1284919534002,trafico,P1,baja,26.6,1,RD1,10
1284919532182,sanitario,P1,baja,26.6,1,RD1,10
1284919494052,trafico,P1,baja,26.6,1,RD1,10
1284919486287,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284919476254,trafico,P4,baja,0.0,0,,11
1284919442574,incendio_vivienda,P4,baja,0.0,0,,11
1284919436918,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284919297743,trafico,P4,baja,0.0,0,,11
1284919214088,sanitario,P4,baja,0.0,0,,11
1284919017947,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284918975246,inundacion,P4,baja,8.99,0,,9
1284918848850,sanitario,P1,baja,26.6,1,RD1,10
1284918846146,trafico,P4,baja,0.0,0,,11
1284918839401,trafico,P4,baja,0.0,0,,11
1284918836710,trafico,P1,baja,26.6,1,RD1,10
1284918834695,trafico,P1,media,30.36,1,RD1,9
1284918782316,incendio_vivienda,P4,baja,0.0,0,,11
1284918629796,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284918577042,trafico,P4,baja,0.0,0,,11
1284918572825,trafico,P4,baja,0.0,0,,11
1284918567063,trafico,P4,baja,0.0,0,,11
1284918563406,sanitario,P1,baja,26.6,1,RD1,10
1284918562582,trafico,P1,baja,26.6,1,RD1,10
1284918560386,sanitario,P4,baja,0.0,0,,11
1284918523624,trafico,P1,media,30.36,1,RD1,9
1284918519124,trafico,P4,baja,0.0,0,,11
1284918506616,trafico,P1,baja,26.6,1,RD1,10
1284918459223,trafico,P4,baja,0.0,0,,11
1284918155172,incendio_vivienda,P4,baja,0.0,0,,11
1284917956208,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284917947272,trafico,P4,baja,0.0,0,,11
1284917936642,trafico,P1,baja,26.6,1,RD1,10
1284917824515,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284917822280,trafico,P1,baja,26.6,1,RD1,10
1284917649326,trafico,P4,baja,0.0,0,,11
1284917589352,trafico,P1,baja,26.6,1,RD1,10
1284917531114,trafico,P1,baja,26.6,1,RD1,10
1284917519692,inundacion,P4,baja,8.99,0,,9
1284917509974,sanitario,P1,baja,26.6,1,RD1,10
1284917462649,rescate,P4,baja,0.0,0,,11
1284917427986,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284917370550,trafico,P1,baja,26.6,1,RD1,10
1284917363897,sanitario,P4,baja,0.0,0,,11
1284917363554,trafico,P1,media,30.36,1,RD1,9
1284917260734,trafico,P1,media,30.36,1,RD1,9
1284917167265,trafico,P1,baja,26.6,1,RD1,10
1284917161967,sanitario,P4,baja,0.0,0,,11
1284917145035,sanitario,P1,media,30.36,1,RD1,9
1284917134833,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284917067321,sanitario,P1,baja,26.6,1,RD1,10
1284916975827,trafico,P1,media,30.36,1,RD1,9
1284916838258,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284916467642,trafico,P1,media,30.36,1,RD1,9
1284916384006,trafico,P4,baja,0.0,0,,11
1284916316246,incendio_vivienda,P4,baja,0.0,0,,11
1284916312911,trafico,P4,baja,0.0,0,,11
1284916288862,trafico,P4,baja,0.0,0,,11
1284916039816,trafico,P4,baja,0.0,0,,11
1284916033867,trafico,P4,baja,0.0,0,,11
1284916020605,sanitario,P1,baja,26.6,1,RD1,10
1284915969096,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284915948639,trafico,P4,baja,0.0,0,,11
1284915859287,trafico,P4,baja,0.0,0,,11
1284915638548,sanitario,P1,media,30.36,1,RD1,9
1284915590192,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284915588357,trafico,P1,media,30.36,1,RD1,9
1284915507661,trafico,P4,baja,0.0,0,,11
1284915186308,sanitario,P1,baja,26.6,1,RD1,10
1284915169129,trafico,P4,baja,0.0,0,,11
1284915163467,inundacion,P1,baja,35.59,1,RD1,8
1284914274845,trafico,P4,baja,0.0,0,,11
1284914199112,trafico,P4,baja,0.0,0,,11
1284913870714,trafico,P4,baja,0.0,0,,11
1284913866301,trafico,P1,baja,26.6,1,RD1,10
1284913862165,sanitario,P4,baja,0.0,0,,11
1284913810974,trafico,P4,baja,0.0,0,,11
1284913808336,trafico,P4,baja,0.0,0,,11
1284913796722,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284913745854,trafico,P4,baja,0.0,0,,11
1284913743178,sanitario,P1,baja,26.6,1,RD1,10
1284913734685,sanitario,P1,baja,26.6,1,RD1,10
1284913727256,sanitario,P1,baja,26.6,1,RD1,10
1284913683631,trafico,P4,baja,0.0,0,,11
1284913674330,trafico,P4,baja,0.0,0,,11
1284913668286,trafico,P4,baja,0.0,0,,11
1284913621765,trafico,P1,baja,26.6,1,RD1,10
1284913598444,trafico,P4,baja,0.0,0,,11
1284913591514,trafico,P4,baja,0.0,0,,11
1284913580820,trafico,P4,baja,0.0,0,,11
1284913344763,sanitario,P1,media,30.36,1,RD1,9
1284913198591,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284912486260,sanitario,P1,media,30.36,1,RD1,9
1284912476575,sanitario,P1,baja,26.6,1,RD1,10
1284912414683,trafico,P1,baja,26.6,1,RD1,10
1284911993165,sanitario,P1,baja,26.6,1,RD1,10
1284911991096,trafico,P1,baja,26.6,1,RD1,10
1284911986702,trafico,P4,baja,0.0,0,,11
1284911921627,sanitario,P4,baja,0.0,0,,11
1284911910766,sanitario,P1,media,30.36,1,RD1,9
1284911474871,trafico,P4,baja,0.0,0,,11
1284911441383,sanitario,P4,baja,0.0,0,,11
1284911008718,trafico,P1,baja,26.6,1,RD1,10
1284910595831,trafico,P4,baja,0.0,0,,11
1284910257477,trafico,P4,baja,0.0,0,,11
1284910240056,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284910137077,sanitario,P1,baja,26.6,1,RD1,10
1284909772703,sanitario,P1,media,30.36,1,RD1,9
1284909765198,sanitario,P4,baja,0.0,0,,11
1284909722784,inundacion,P4,baja,8.99,0,,9
1284909718618,incendio_vivienda,P4,baja,0.0,0,,11
1284909717812,incendio_vivienda,P1,media,30.36,1,RD1,9
1284909647141,trafico,P1,baja,26.6,1,RD1,10
1284909336996,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284909266442,trafico,P1,baja,26.6,1,RD1,10
1284909265339,incendio_vivienda,P4,baja,0.0,0,,11
1284908904294,incendio_vivienda,P4,baja,0.0,0,,11
1284908472874,trafico,P1,baja,26.6,1,RD1,10
1284908376672,trafico,P1,media,30.36,1,RD1,9
1284907882315,trafico,P1,baja,26.6,1,RD1,10
1284907725422,sanitario,P1,baja,26.6,1,RD1,10
1284907712681,sanitario,P1,baja,26.6,1,RD1,10
1284907707430,trafico,P1,media,30.36,1,RD1,9
1284907637017,sanitario,P1,baja,26.6,1,RD1,10
1284907636129,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284907575004,trafico,P4,baja,0.0,0,,11
1284907529434,trafico,P4,baja,0.0,0,,11
1284907526183,trafico,P4,baja,0.0,0,,11
1284906907211,trafico,P4,baja,0.0,0,,11
1284906877434,trafico,P1,media,30.36,1,RD1,9
1284906765659,trafico,P4,baja,0.0,0,,11
1284906730754,trafico,P1,media,30.36,1,RD1,9
1284906338878,sanitario,P1,baja,26.6,1,RD1,10
1284906021785,trafico,P1,media,30.36,1,RD1,9
1284905683389,incendio_vivienda,P4,baja,0.0,0,,11
1284905655458,incendio_vivienda,P4,baja,0.0,0,,11
1284905652757,trafico,P4,baja,0.0,0,,11
1284905625433,incendio_vivienda,P4,baja,0.0,0,,11
1284905559057,incendio_vivienda,P4,baja,0.0,0,,11
1284905243588,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284905083735,trafico,P4,baja,0.0,0,,11
1284904905820,trafico,P1,media,30.36,1,RD1,9
1284904782680,sanitario,P1,media,30.36,1,RD1,9
1284904624415,trafico,P4,baja,0.0,0,,11
1284904591388,trafico,P4,baja,0.0,0,,11
1284904587291,trafico,P4,baja,0.0,0,,11
1284904394327,sanitario,P4,baja,0.0,0,,11
1284904307092,sanitario,P4,baja,0.0,0,,11
1284904027966,trafico,P1,baja,26.6,1,RD1,10
1284904016736,trafico,P4,baja,0.0,0,,11
1284904009907,trafico,P1,baja,26.6,1,RD1,10
1284904000598,trafico,P4,baja,0.0,0,,11
1284903998777,trafico,P4,baja,0.0,0,,11
1284903926441,trafico,P1,media,30.36,1,RD1,9
1284903905713,trafico,P1,media,30.36,1,RD1,9
1284903746663,trafico,P4,baja,0.0,0,,11
1284903539669,trafico,P1,media,30.36,1,RD1,9
1284903347933,trafico,P4,baja,0.0,0,,11
1284903237448,trafico,P4,baja,0.0,0,,11
1284903091537,trafico,P1,baja,26.6,1,RD1,10
1284902804334,sanitario,P1,baja,26.6,1,RD1,10
1284902754001,trafico,P4,baja,0.0,0,,11
1284902743370,trafico,P4,baja,0.0,0,,11
1284902742550,trafico,P4,baja,0.0,0,,11
1284902732283,trafico,P1,baja,26.6,1,RD1,10
1284902731550,trafico,P1,baja,26.6,1,RD1,10
1284902718650,trafico,P1,media,30.36,1,RD1,9
1284902715986,trafico,P4,baja,0.0,0,,11
1284902700274,trafico,P4,baja,0.0,0,,11
1284902698234,sanitario,P1,baja,26.6,1,RD1,10
1284902426255,incendio_vivienda,P4,baja,0.0,0,,11
1284902394426,trafico,P4,baja,0.0,0,,11
1284902379540,trafico,P1,media,30.36,1,RD1,9
1284902110910,trafico,P1,baja,26.6,1,RD1,10
1284902102550,trafico,P4,baja,0.0,0,,11
1284901840853,trafico,P4,baja,0.0,0,,11
1284901651695,trafico,P1,baja,26.6,1,RD1,10
1284901528056,trafico,P1,media,30.36,1,RD1,9
1284901440916,trafico,P1,media,30.36,1,RD1,9
1284901218053,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284901195911,trafico,P1,media,30.36,1,RD1,9
1284901195144,trafico,P4,baja,0.0,0,,11
1284901165046,sanitario,P4,baja,0.0,0,,11
1284900968327,sanitario,P1,baja,26.6,1,RD1,10
1284900256081,trafico,P4,baja,0.0,0,,11
1284900189223,trafico,P1,media,30.36,1,RD1,9
1284899952517,sanitario,P4,baja,0.0,0,,11
1284899916504,trafico,P1,media,30.36,1,RD1,9
1284899913925,trafico,P4,baja,0.0,0,,11
1284899642516,sanitario,P1,baja,26.6,1,RD1,10
1284899641477,trafico,P1,baja,26.6,1,RD1,10
1284899637143,trafico,P1,baja,26.6,1,RD1,10
1284899608929,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284899595475,incendio_vivienda,P4,baja,0.0,0,,11
1284899592981,trafico,P1,media,30.36,1,RD1,9
1284899590958,trafico,P1,baja,26.6,1,RD1,10
1284899583983,trafico,P4,baja,0.0,0,,11
1284898754509,trafico,P1,media,30.36,1,RD1,9
1284898390078,trafico,P1,baja,26.6,1,RD1,10
1284898210723,trafico,P1,baja,26.6,1,RD1,10
1284898094495,trafico,P1,media,30.36,1,RD1,9
1284898041376,trafico,P4,baja,0.0,0,,11
1284898027134,trafico,P4,baja,0.0,0,,11
1284898024670,trafico,P1,media,30.36,1,RD1,9
1284898019101,rescate,P4,baja,0.0,0,,11
1284898017095,trafico,P4,baja,0.0,0,,11
1284898015163,trafico,P4,baja,0.0,0,,11
1284898012909,trafico,P4,baja,0.0,0,,11
1284898004276,sanitario,P4,baja,0.0,0,,11
1284898000009,trafico,P1,media,30.36,1,RD1,9
1284897663878,incendio_vivienda,P4,baja,0.0,0,,11
1284897620736,inundacion,P4,baja,8.99,0,,9
1284897343017,trafico,P1,media,30.36,1,RD1,9
1284896959576,trafico,P4,baja,0.0,0,,11
1284896954681,trafico,P4,baja,0.0,0,,11
1284896779198,trafico,P4,baja,0.0,0,,11
1284896216824,trafico,P1,media,30.36,1,RD1,9
1284896205000,trafico,P1,baja,26.6,1,RD1,10
1284896190904,rescate,P4,baja,0.0,0,,11
1284896187323,trafico,P1,media,30.36,1,RD1,9
1284896186557,trafico,P1,media,30.36,1,RD1,9
1284896177160,trafico,P4,baja,0.0,0,,11
1284896169913,rescate,P1,media,30.36,1,RD1,9
1284896134243,trafico,P1,media,30.36,1,RD1,9
1284895717834,trafico,P1,media,30.36,1,RD1,9
1284895619025,trafico,P1,media,30.36,1,RD1,9
1284895600837,trafico,P4,baja,0.0,0,,11
1284895302588,trafico,P4,baja,0.0,0,,11
1284895276441,sanitario,P1,media,30.36,1,RD1,9
1284895273093,trafico,P4,baja,0.0,0,,11
1284894964425,trafico,P1,baja,26.6,1,RD1,10
1284894829039,trafico,P1,media,30.36,1,RD1,9
1284894631687,trafico,P1,media,30.36,1,RD1,9
1284894605933,trafico,P4,baja,0.0,0,,11
1284894589834,trafico,P4,baja,0.0,0,,11
1284894565333,trafico,P4,baja,0.0,0,,11
1284894554130,trafico,P4,baja,0.0,0,,11
1284894552143,incendio_vivienda,P1,baja,26.6,1,RD1,10
1284894266261,inundacion,P1,baja,35.59,1,RD1,8
1284894249081,trafico,P1,baja,26.6,1,RD1,10
1284893949593,trafico,P4,baja,0.0,0,,11
